time_period,geographic_level,region_code,region_name,new_la_code,la_name,entitlement_type,age,number_children_sen,percentage_children_sen
2023-01-01,Local authority,E13000001,Inner London,E09000032,Wandsworth,15-hour entitlement,3-year-olds,177,5.8
2023-01-01,Local authority,E13000001,Inner London,E09000032,Wandsworth,15-hour entitlement,4-year-olds,323,9.9
2023-01-01,Local authority,E13000001,Inner London,E09000032,Wandsworth,15-hour entitlement,3 and 4-year-olds,500,7.9
2023-01-01,Local authority,E13000001,Inner London,E09000032,Wandsworth,30-hour entitlement,3-year-olds,34,4.4
2023-01-01,Local authority,E13000001,Inner London,E09000032,Wandsworth,30-hour entitlement,4-year-olds,14,4.7
2023-01-01,Local authority,E13000001,Inner London,E09000032,Wandsworth,30-hour entitlement,3 and 4-year-olds,48,4.5
2023-01-01,Local authority,E13000001,Inner London,E09000033,Westminster,15-hour entitlement,3-year-olds,89,6.7
2023-01-01,Local authority,E13000001,Inner London,E09000033,Westminster,15-hour entitlement,4-year-olds,151,11.9
2023-01-01,Local authority,E13000001,Inner London,E09000033,Westminster,15-hour entitlement,3 and 4-year-olds,240,9.2
2023-01-01,Local authority,E13000001,Inner London,E09000033,Westminster,30-hour entitlement,3-year-olds,14,6.5
2023-01-01,Local authority,E13000001,Inner London,E09000033,Westminster,30-hour entitlement,4-year-olds,6,8
2023-01-01,Local authority,E13000001,Inner London,E09000033,Westminster,30-hour entitlement,3 and 4-year-olds,20,6.9
2023-01-01,Local authority,E13000002,Outer London,E09000002,Barking and Dagenham,15-hour entitlement,3-year-olds,156,5.1
2023-01-01,Local authority,E13000002,Outer London,E09000002,Barking and Dagenham,15-hour entitlement,4-year-olds,395,11.3
2023-01-01,Local authority,E13000002,Outer London,E09000002,Barking and Dagenham,15-hour entitlement,3 and 4-year-olds,551,8.4
2023-01-01,Local authority,E13000002,Outer London,E09000002,Barking and Dagenham,30-hour entitlement,3-year-olds,11,1.2
2023-01-01,Local authority,E13000002,Outer London,E09000002,Barking and Dagenham,30-hour entitlement,4-year-olds,8,2.4
2023-01-01,Local authority,E13000002,Outer London,E09000002,Barking and Dagenham,30-hour entitlement,3 and 4-year-olds,19,1.6
2023-01-01,Local authority,E13000002,Outer London,E09000003,Barnet,15-hour entitlement,3-year-olds,200,5
2023-01-01,Local authority,E13000002,Outer London,E09000003,Barnet,15-hour entitlement,4-year-olds,417,9.5
2023-01-01,Local authority,E13000002,Outer London,E09000003,Barnet,15-hour entitlement,3 and 4-year-olds,617,7.4
2023-01-01,Local authority,E13000002,Outer London,E09000003,Barnet,30-hour entitlement,3-year-olds,39,2.8
2023-01-01,Local authority,E13000002,Outer London,E09000003,Barnet,30-hour entitlement,4-year-olds,16,2.5
2023-01-01,Local authority,E13000002,Outer London,E09000003,Barnet,30-hour entitlement,3 and 4-year-olds,55,2.7
2023-01-01,Local authority,E13000002,Outer London,E09000004,Bexley,15-hour entitlement,3-year-olds,92,3.4
2023-01-01,Local authority,E13000002,Outer London,E09000004,Bexley,15-hour entitlement,4-year-olds,256,8.5
2023-01-01,Local authority,E13000002,Outer London,E09000004,Bexley,15-hour entitlement,3 and 4-year-olds,348,6.1
2023-01-01,Local authority,E13000002,Outer London,E09000004,Bexley,30-hour entitlement,3-year-olds,25,2.2
2023-01-01,Local authority,E13000002,Outer London,E09000004,Bexley,30-hour entitlement,4-year-olds,21,4.3
2023-01-01,Local authority,E13000002,Outer London,E09000004,Bexley,30-hour entitlement,3 and 4-year-olds,46,2.8
2023-01-01,Local authority,E13000002,Outer London,E09000005,Brent,15-hour entitlement,3-year-olds,361,10.6
2023-01-01,Local authority,E13000002,Outer London,E09000005,Brent,15-hour entitlement,4-year-olds,460,12.9
2023-01-01,Local authority,E13000002,Outer London,E09000005,Brent,15-hour entitlement,3 and 4-year-olds,821,11.8
2023-01-01,Local authority,E13000002,Outer London,E09000005,Brent,30-hour entitlement,3-year-olds,84,9.6
2023-01-01,Local authority,E13000002,Outer London,E09000005,Brent,30-hour entitlement,4-year-olds,39,11.3
2023-01-01,Local authority,E13000002,Outer London,E09000005,Brent,30-hour entitlement,3 and 4-year-olds,123,10
2023-01-01,Local authority,E13000002,Outer London,E09000006,Bromley,15-hour entitlement,3-year-olds,162,4.3
2023-01-01,Local authority,E13000002,Outer London,E09000006,Bromley,15-hour entitlement,4-year-olds,359,9
2023-01-01,Local authority,E13000002,Outer London,E09000006,Bromley,15-hour entitlement,3 and 4-year-olds,521,6.7
2023-01-01,Local authority,E13000002,Outer London,E09000006,Bromley,30-hour entitlement,3-year-olds,46,3
2023-01-01,Local authority,E13000002,Outer London,E09000006,Bromley,30-hour entitlement,4-year-olds,21,3.6
2023-01-01,Local authority,E13000002,Outer London,E09000006,Bromley,30-hour entitlement,3 and 4-year-olds,67,3.1
2023-01-01,Local authority,E13000002,Outer London,E09000008,Croydon,15-hour entitlement,3-year-olds,108,2.5
2023-01-01,Local authority,E13000002,Outer London,E09000008,Croydon,15-hour entitlement,4-year-olds,371,8.2
2023-01-01,Local authority,E13000002,Outer London,E09000008,Croydon,15-hour entitlement,3 and 4-year-olds,479,5.4
2023-01-01,Local authority,E13000002,Outer London,E09000008,Croydon,30-hour entitlement,3-year-olds,20,1.2
2023-01-01,Local authority,E13000002,Outer London,E09000008,Croydon,30-hour entitlement,4-year-olds,17,2.7
2023-01-01,Local authority,E13000002,Outer London,E09000008,Croydon,30-hour entitlement,3 and 4-year-olds,37,1.6
2023-01-01,Local authority,E13000002,Outer London,E09000009,Ealing,15-hour entitlement,3-year-olds,320,8
2023-01-01,Local authority,E13000002,Outer London,E09000009,Ealing,15-hour entitlement,4-year-olds,541,13
2023-01-01,Local authority,E13000002,Outer London,E09000009,Ealing,15-hour entitlement,3 and 4-year-olds,861,10.6
2023-01-01,Local authority,E13000002,Outer London,E09000009,Ealing,30-hour entitlement,3-year-olds,54,5.3
2023-01-01,Local authority,E13000002,Outer London,E09000009,Ealing,30-hour entitlement,4-year-olds,38,8.6
2023-01-01,Local authority,E13000002,Outer London,E09000009,Ealing,30-hour entitlement,3 and 4-year-olds,92,6.3
2023-01-01,Local authority,E13000002,Outer London,E09000010,Enfield,15-hour entitlement,3-year-olds,267,7.7
2023-01-01,Local authority,E13000002,Outer London,E09000010,Enfield,15-hour entitlement,4-year-olds,496,12.3
2023-01-01,Local authority,E13000002,Outer London,E09000010,Enfield,15-hour entitlement,3 and 4-year-olds,763,10.2
2023-01-01,Local authority,E13000002,Outer London,E09000010,Enfield,30-hour entitlement,3-year-olds,62,5.5
2023-01-01,Local authority,E13000002,Outer London,E09000010,Enfield,30-hour entitlement,4-year-olds,32,6.6
2023-01-01,Local authority,E13000002,Outer London,E09000010,Enfield,30-hour entitlement,3 and 4-year-olds,94,5.8
2023-01-01,Local authority,E13000002,Outer London,E09000011,Greenwich,15-hour entitlement,3-year-olds,313,9.2
2023-01-01,Local authority,E13000002,Outer London,E09000011,Greenwich,15-hour entitlement,4-year-olds,525,15.2
2023-01-01,Local authority,E13000002,Outer London,E09000011,Greenwich,15-hour entitlement,3 and 4-year-olds,838,12.2
2023-01-01,Local authority,E13000002,Outer London,E09000011,Greenwich,30-hour entitlement,3-year-olds,115,9.2
2023-01-01,Local authority,E13000002,Outer London,E09000011,Greenwich,30-hour entitlement,4-year-olds,40,9
2023-01-01,Local authority,E13000002,Outer London,E09000011,Greenwich,30-hour entitlement,3 and 4-year-olds,155,9.1
2023-01-01,Local authority,E13000002,Outer London,E09000015,Harrow,15-hour entitlement,3-year-olds,131,4.7
2023-01-01,Local authority,E13000002,Outer London,E09000015,Harrow,15-hour entitlement,4-year-olds,333,10.3
2023-01-01,Local authority,E13000002,Outer London,E09000015,Harrow,15-hour entitlement,3 and 4-year-olds,464,7.7
2023-01-01,Local authority,E13000002,Outer London,E09000015,Harrow,30-hour entitlement,3-year-olds,32,3.8
2023-01-01,Local authority,E13000002,Outer London,E09000015,Harrow,30-hour entitlement,4-year-olds,20,5.1
2023-01-01,Local authority,E13000002,Outer London,E09000015,Harrow,30-hour entitlement,3 and 4-year-olds,52,4.3
2023-01-01,Local authority,E13000002,Outer London,E09000016,Havering,15-hour entitlement,3-year-olds,115,3.8
2023-01-01,Local authority,E13000002,Outer London,E09000016,Havering,15-hour entitlement,4-year-olds,261,7.8
2023-01-01,Local authority,E13000002,Outer London,E09000016,Havering,15-hour entitlement,3 and 4-year-olds,376,5.9
2023-01-01,Local authority,E13000002,Outer London,E09000016,Havering,30-hour entitlement,3-year-olds,41,2.9
2023-01-01,Local authority,E13000002,Outer London,E09000016,Havering,30-hour entitlement,4-year-olds,23,3.9
2023-01-01,Local authority,E13000002,Outer London,E09000016,Havering,30-hour entitlement,3 and 4-year-olds,64,3.2
2023-01-01,Local authority,E13000002,Outer London,E09000017,Hillingdon,15-hour entitlement,3-year-olds,238,6.7
2023-01-01,Local authority,E13000002,Outer London,E09000017,Hillingdon,15-hour entitlement,4-year-olds,420,10.8
2023-01-01,Local authority,E13000002,Outer London,E09000017,Hillingdon,15-hour entitlement,3 and 4-year-olds,658,8.9
2023-01-01,Local authority,E13000002,Outer London,E09000017,Hillingdon,30-hour entitlement,3-year-olds,76,6.6
2023-01-01,Local authority,E13000002,Outer London,E09000017,Hillingdon,30-hour entitlement,4-year-olds,26,5.7
2023-01-01,Local authority,E13000002,Outer London,E09000017,Hillingdon,30-hour entitlement,3 and 4-year-olds,102,6.4
2023-01-01,Local authority,E13000002,Outer London,E09000018,Hounslow,15-hour entitlement,3-year-olds,289,9.3
2023-01-01,Local authority,E13000002,Outer London,E09000018,Hounslow,15-hour entitlement,4-year-olds,473,14.1
2023-01-01,Local authority,E13000002,Outer London,E09000018,Hounslow,15-hour entitlement,3 and 4-year-olds,762,11.8
2023-01-01,Local authority,E13000002,Outer London,E09000018,Hounslow,30-hour entitlement,3-year-olds,53,6.5
2023-01-01,Local authority,E13000002,Outer London,E09000018,Hounslow,30-hour entitlement,4-year-olds,32,9.2
2023-01-01,Local authority,E13000002,Outer London,E09000018,Hounslow,30-hour entitlement,3 and 4-year-olds,85,7.3
2023-01-01,Local authority,E13000002,Outer London,E09000021,Kingston upon Thames,15-hour entitlement,3-year-olds,147,8.8
2023-01-01,Local authority,E13000002,Outer London,E09000021,Kingston upon Thames,15-hour entitlement,4-year-olds,186,10.2
2023-01-01,Local authority,E13000002,Outer London,E09000021,Kingston upon Thames,15-hour entitlement,3 and 4-year-olds,333,9.5
2023-01-01,Local authority,E13000002,Outer London,E09000021,Kingston upon Thames,30-hour entitlement,3-year-olds,52,7.5
2023-01-01,Local authority,E13000002,Outer London,E09000021,Kingston upon Thames,30-hour entitlement,4-year-olds,18,6.6
2023-01-01,Local authority,E13000002,Outer London,E09000021,Kingston upon Thames,30-hour entitlement,3 and 4-year-olds,70,7.2
2023-01-01,Local authority,E13000002,Outer London,E09000024,Merton,15-hour entitlement,3-year-olds,101,4.6
2023-01-01,Local authority,E13000002,Outer London,E09000024,Merton,15-hour entitlement,4-year-olds,264,11.4
2023-01-01,Local authority,E13000002,Outer London,E09000024,Merton,15-hour entitlement,3 and 4-year-olds,365,8.1
2023-01-01,Local authority,E13000002,Outer London,E09000024,Merton,30-hour entitlement,3-year-olds,23,3
2023-01-01,Local authority,E13000002,Outer London,E09000024,Merton,30-hour entitlement,4-year-olds,10,3.3
2023-01-01,Local authority,E13000002,Outer London,E09000024,Merton,30-hour entitlement,3 and 4-year-olds,33,3.1
2023-01-01,Local authority,E13000002,Outer London,E09000026,Redbridge,15-hour entitlement,3-year-olds,180,4.6
2023-01-01,Local authority,E13000002,Outer London,E09000026,Redbridge,15-hour entitlement,4-year-olds,393,9.3
2023-01-01,Local authority,E13000002,Outer London,E09000026,Redbridge,15-hour entitlement,3 and 4-year-olds,573,7
2023-01-01,Local authority,E13000002,Outer London,E09000026,Redbridge,30-hour entitlement,3-year-olds,41,3.3
2023-01-01,Local authority,E13000002,Outer London,E09000026,Redbridge,30-hour entitlement,4-year-olds,24,4.8
2023-01-01,Local authority,E13000002,Outer London,E09000026,Redbridge,30-hour entitlement,3 and 4-year-olds,65,3.7
2023-01-01,Local authority,E13000002,Outer London,E09000027,Richmond upon Thames,15-hour entitlement,3-year-olds,77,3.6
2023-01-01,Local authority,E13000002,Outer London,E09000027,Richmond upon Thames,15-hour entitlement,4-year-olds,149,6.1
2023-01-01,Local authority,E13000002,Outer London,E09000027,Richmond upon Thames,15-hour entitlement,3 and 4-year-olds,226,4.9
2023-01-01,Local authority,E13000002,Outer London,E09000027,Richmond upon Thames,30-hour entitlement,3-year-olds,27,4
2023-01-01,Local authority,E13000002,Outer London,E09000027,Richmond upon Thames,30-hour entitlement,4-year-olds,7,3.1
2023-01-01,Local authority,E13000002,Outer London,E09000027,Richmond upon Thames,30-hour entitlement,3 and 4-year-olds,34,3.8
2023-01-01,Local authority,E13000002,Outer London,E09000029,Sutton,15-hour entitlement,3-year-olds,116,5.3
2023-01-01,Local authority,E13000002,Outer London,E09000029,Sutton,15-hour entitlement,4-year-olds,209,9
2023-01-01,Local authority,E13000002,Outer London,E09000029,Sutton,15-hour entitlement,3 and 4-year-olds,325,7.2
2023-01-01,Local authority,E13000002,Outer London,E09000029,Sutton,30-hour entitlement,3-year-olds,34,3.6
2023-01-01,Local authority,E13000002,Outer London,E09000029,Sutton,30-hour entitlement,4-year-olds,18,4.6
2023-01-01,Local authority,E13000002,Outer London,E09000029,Sutton,30-hour entitlement,3 and 4-year-olds,52,3.9
2023-01-01,Local authority,E13000002,Outer London,E09000031,Waltham Forest,15-hour entitlement,3-year-olds,267,8.4
2023-01-01,Local authority,E13000002,Outer London,E09000031,Waltham Forest,15-hour entitlement,4-year-olds,405,11.9
2023-01-01,Local authority,E13000002,Outer London,E09000031,Waltham Forest,15-hour entitlement,3 and 4-year-olds,672,10.2
2023-01-01,Local authority,E13000002,Outer London,E09000031,Waltham Forest,30-hour entitlement,3-year-olds,78,5.9
2023-01-01,Local authority,E13000002,Outer London,E09000031,Waltham Forest,30-hour entitlement,4-year-olds,34,6.3
2023-01-01,Local authority,E13000002,Outer London,E09000031,Waltham Forest,30-hour entitlement,3 and 4-year-olds,112,6
2022-01-01,Local authority,E12000001,North East,E06000047,County Durham,15-hour entitlement,3-year-olds,272,5.6
2022-01-01,Local authority,E12000001,North East,E06000047,County Durham,15-hour entitlement,4-year-olds,490,9.7
2022-01-01,Local authority,E12000001,North East,E06000047,County Durham,15-hour entitlement,3 and 4-year-olds,762,7.7
2022-01-01,Local authority,E12000001,North East,E06000047,County Durham,30-hour entitlement,3-year-olds,88,3.7
2022-01-01,Local authority,E12000001,North East,E06000047,County Durham,30-hour entitlement,4-year-olds,60,6.7
2022-01-01,Local authority,E12000001,North East,E06000047,County Durham,30-hour entitlement,3 and 4-year-olds,148,4.5
2022-01-01,Local authority,E12000001,North East,E06000005,Darlington,15-hour entitlement,3-year-olds,61,5.6
2022-01-01,Local authority,E12000001,North East,E06000005,Darlington,15-hour entitlement,4-year-olds,110,9.6
2022-01-01,Local authority,E12000001,North East,E06000005,Darlington,15-hour entitlement,3 and 4-year-olds,171,7.6
2022-01-01,Local authority,E12000001,North East,E06000005,Darlington,30-hour entitlement,3-year-olds,20,3.6
2022-01-01,Local authority,E12000001,North East,E06000005,Darlington,30-hour entitlement,4-year-olds,10,4.7
2022-01-01,Local authority,E12000001,North East,E06000005,Darlington,30-hour entitlement,3 and 4-year-olds,30,3.9
2022-01-01,Local authority,E12000001,North East,E08000037,Gateshead,15-hour entitlement,3-year-olds,96,5.1
2022-01-01,Local authority,E12000001,North East,E08000037,Gateshead,15-hour entitlement,4-year-olds,204,9.7
2022-01-01,Local authority,E12000001,North East,E08000037,Gateshead,15-hour entitlement,3 and 4-year-olds,300,7.5
2022-01-01,Local authority,E12000001,North East,E08000037,Gateshead,30-hour entitlement,3-year-olds,41,4.3
2022-01-01,Local authority,E12000001,North East,E08000037,Gateshead,30-hour entitlement,4-year-olds,24,5.2
2022-01-01,Local authority,E12000001,North East,E08000037,Gateshead,30-hour entitlement,3 and 4-year-olds,65,4.6
2022-01-01,Local authority,E12000001,North East,E06000001,Hartlepool,15-hour entitlement,3-year-olds,62,6
2022-01-01,Local authority,E12000001,North East,E06000001,Hartlepool,15-hour entitlement,4-year-olds,126,12.6
2022-01-01,Local authority,E12000001,North East,E06000001,Hartlepool,15-hour entitlement,3 and 4-year-olds,188,9.3
