time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,entitlement_type,pvi_provider_type_group,pvi_provider_type,number_providers,number_providers_graduate_staff,percentage_providers_graduate_staff,number_children,number_children_providers_graduate_staff,percentage_children_providers_graduate_staff
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,30-hour entitlement,Total,Total,81,32,40,761,468,61
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,30-hour entitlement,Total,Total,65,26,40,685,363,53
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,30-hour entitlement,Total,Total,136,53,39,1452,939,65
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,30-hour entitlement,Total,Total,110,46,42,1060,696,66
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,30-hour entitlement,Total,Total,233,117,50,2642,1897,72
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,30-hour entitlement,Total,Total,199,99,50,2181,1519,70
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,909,E10000006,Cumbria,30-hour entitlement,Total,Total,208,75,36,2201,1171,53
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,30-hour entitlement,Total,Total,83,14,17,795,254,32
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,30-hour entitlement,Total,Total,67,28,42,823,566,69
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,30-hour entitlement,Total,Total,743,320,43,8116,5370,66
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,30-hour entitlement,Total,Total,203,93,46,2258,1574,70
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,30-hour entitlement,Total,Total,169,64,38,1099,579,53
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,30-hour entitlement,Total,Total,118,31,26,1133,466,41
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,30-hour entitlement,Total,Total,129,43,33,1093,534,49
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,30-hour entitlement,Total,Total,130,50,38,1133,615,54
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,30-hour entitlement,Total,Total,99,48,48,1315,926,70
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,30-hour entitlement,Total,Total,82,36,44,899,519,58
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,30-hour entitlement,Total,Total,228,79,35,1921,1214,63
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,30-hour entitlement,Total,Total,149,34,23,1190,570,48
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,30-hour entitlement,Total,Total,192,86,45,1632,1146,70
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,30-hour entitlement,Total,Total,143,57,40,1525,982,64
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,30-hour entitlement,Total,Total,166,47,28,1943,943,49
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,30-hour entitlement,Total,Total,171,68,40,1839,1173,64
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,30-hour entitlement,Total,Total,131,46,35,1134,547,48
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,30-hour entitlement,Total,Total,307,80,26,2200,786,36
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,30-hour entitlement,Total,Total,141,59,42,1212,816,67
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,E08000017,Doncaster,30-hour entitlement,Total,Total,213,75,35,1290,702,54
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,30-hour entitlement,Total,Total,193,73,38,1876,1066,57
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",30-hour entitlement,Total,Total,97,21,22,934,307,33
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,30-hour entitlement,Total,Total,305,102,33,2614,1442,55
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,30-hour entitlement,Total,Total,481,164,34,4347,2383,55
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,30-hour entitlement,Total,Total,61,20,33,582,348,60
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,30-hour entitlement,Total,Total,90,19,21,835,298,36
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E10000023,North Yorkshire,30-hour entitlement,Total,Total,388,130,34,3485,1845,53
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,30-hour entitlement,Total,Total,159,27,17,983,473,48
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,30-hour entitlement,Total,Total,215,93,43,2529,1609,64
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,30-hour entitlement,Total,Total,196,73,37,1659,873,53
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,30-hour entitlement,Total,Total,144,65,45,1326,912,69
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,30-hour entitlement,Total,Total,131,48,37,1221,605,50
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,30-hour entitlement,Total,Total,447,121,27,4026,1652,41
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,30-hour entitlement,Total,Total,135,52,39,1314,732,56
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,30-hour entitlement,Total,Total,505,196,39,5134,3095,60
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,30-hour entitlement,Total,Total,498,174,35,4308,2167,50
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,928,E10000021,Northamptonshire,30-hour entitlement,Total,Total,467,172,37,4317,2541,59
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,30-hour entitlement,Total,Total,112,51,46,898,584,65
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,30-hour entitlement,Total,Total,521,135,26,4471,2091,47
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,30-hour entitlement,Total,Total,26,6,23,209,89,43
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,30-hour entitlement,Total,Total,464,172,37,4235,2122,50
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,30-hour entitlement,Total,Total,180,49,27,1507,702,47
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,30-hour entitlement,Total,Total,147,29,20,1396,386,28
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,"Herefordshire, County of",30-hour entitlement,Total,Total,104,58,56,1058,845,80
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,30-hour entitlement,Total,Total,129,40,31,1279,376,29
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,30-hour entitlement,Total,Total,x,x,x,x,x,x
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,30-hour entitlement,Total,Total,143,46,32,1255,640,51
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,30-hour entitlement,Total,Total,619,297,48,6429,3884,60
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,30-hour entitlement,Total,Total,88,28,32,602,301,50
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,30-hour entitlement,Total,Total,101,24,24,948,335,35
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,30-hour entitlement,Total,Total,88,36,41,687,351,51
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,30-hour entitlement,Total,Total,308,133,43,3541,2136,60
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,30-hour entitlement,Total,Total,77,21,27,768,422,55
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,30-hour entitlement,Total,Total,360,173,48,3884,2492,64
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,30-hour entitlement,Total,Total,102,28,27,909,442,49
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,30-hour entitlement,Total,Total,467,30,6,3662,479,13
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,30-hour entitlement,Total,Total,220,55,25,1449,714,49
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,30-hour entitlement,Total,Total,913,306,34,7523,3785,50
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,30-hour entitlement,Total,Total,862,292,34,5838,2946,50
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,30-hour entitlement,Total,Total,102,34,33,727,322,44
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,30-hour entitlement,Total,Total,489,149,30,3997,2006,50
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,30-hour entitlement,Total,Total,159,46,29,1454,591,41
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,30-hour entitlement,Total,Total,111,28,25,786,268,34
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,30-hour entitlement,Total,Total,380,143,38,3525,1873,53
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,30-hour entitlement,Total,Total,99,25,25,849,277,33
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,30-hour entitlement,Total,Total,100,23,23,628,283,45
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,30-hour entitlement,Total,Total,128,76,59,1531,1099,72
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,825,E10000002,Buckinghamshire,30-hour entitlement,Total,Total,382,96,25,2777,984,35
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,30-hour entitlement,Total,Total,247,114,46,2340,1422,61
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,30-hour entitlement,Total,Total,1034,299,29,9719,4544,47
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,30-hour entitlement,Total,Total,70,23,33,712,279,39
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,30-hour entitlement,Total,Total,865,370,43,7721,4728,61
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,30-hour entitlement,Total,Total,159,41,26,1451,567,39
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,30-hour entitlement,Total,Total,171,58,34,1534,704,46
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,30-hour entitlement,Total,Total,402,147,37,3227,1850,57
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,30-hour entitlement,Total,Total,131,45,34,1374,657,48
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,30-hour entitlement,Total,Total,71,19,27,705,339,48
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,30-hour entitlement,Total,Total,68,14,21,610,261,43
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,30-hour entitlement,Total,Total,152,61,40,1260,877,70
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,30-hour entitlement,Total,Total,793,276,35,5659,2823,50
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,30-hour entitlement,Total,Total,114,41,36,936,585,63
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,30-hour entitlement,Total,Total,551,210,38,5111,2935,57
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,30-hour entitlement,Total,Total,109,42,39,589,339,58
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,30-hour entitlement,Total,Total,107,49,46,895,605,68
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,30-hour entitlement,Total,Total,120,52,43,1207,730,60
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,839,E06000058,"Bournemouth, Christchurch and Poole",30-hour entitlement,Total,Total,246,91,37,2560,1380,54
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",30-hour entitlement,Total,Total,202,63,31,2580,1374,53
